timestamp,robot,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_speed,joint_2_speed,joint_3_speed,joint_4_speed,joint_5_speed,joint_6_speed,joint_1_acc,joint_2_acc,joint_3_acc,joint_4_acc,joint_5_acc,joint_6_acc,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,cycle_time
2025-06-11T19:26:10.960962,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,185.0,0.0,0.0,0.0,0.0
2025-06-11T19:26:11.075452,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.11449027061462402
2025-06-11T19:26:11.184286,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.22332334518432617
2025-06-11T19:26:11.293337,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.33237433433532715
2025-06-11T19:26:11.400775,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.43981313705444336
2025-06-11T19:26:11.511599,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.5506362915039062
2025-06-11T19:26:11.621204,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.6602416038513184
2025-06-11T19:26:11.729801,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.7688388824462891
2025-06-11T19:26:11.840307,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.8793444633483887
2025-06-11T19:26:11.950016,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.9890539646148682
2025-06-11T19:26:12.059534,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.09857177734375
2025-06-11T19:26:12.167610,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.2066478729248047
2025-06-11T19:26:12.275572,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.3146095275878906
2025-06-11T19:26:12.382582,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.4216194152832031
2025-06-11T19:26:12.490592,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.5296294689178467
2025-06-11T19:26:12.598675,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.6377129554748535
2025-06-11T19:26:12.706232,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.7452692985534668
2025-06-11T19:26:12.815187,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.8542251586914062
2025-06-11T19:26:12.923038,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,1.9620754718780518
2025-06-11T19:26:13.032880,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.071917772293091
2025-06-11T19:26:13.144093,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.1831305027008057
2025-06-11T19:26:13.253490,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.292527914047241
2025-06-11T19:26:13.363644,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.402681589126587
2025-06-11T19:26:13.472163,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.5112009048461914
2025-06-11T19:26:13.578972,UR10e_2,-68.00399924340022,-75.12335179643932,247.15943529363807,-82.03608349719883,90.0,-158.00399924340022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,2.6180100440979004
